Id,Sex,AvgRank,AvgTime,YearsSinceLast,YearsOfParticipation,LatestAge
15335,1,1143.0,15226.0,7,1,39
877,1,1308.0,15682.0,1,1,40
22003,0,3060.0,18896.0,4,1,33
4823,1,1161.0,17054.0,12,1,31
14219,1,2613.0,21168.0,7,1,43
21467,0,2744.0,18044.0,4,1,35
7859,0,1424.0,16870.0,10,1,31
29468,1,2602.0,21971.0,1,1,40
29072,1,74.0,11567.0,1,1,45
18837,0,2541.0,17607.0,5,1,29
18383,0,823.0,13822.0,5,1,43
20050,0,2077.0,16479.0,5,1,47
18240,1,439.0,12787.0,5,1,18
8782,1,2155.0,20711.0,10,1,45
11711,1,690.0,14053.0,8,1,27
8518,1,2381.0,23267.0,10,1,43
18203,1,776.0,13725.0,5,1,28
10236,1,1771.0,16673.4,2,5,50
6482,0,521.0,13961.5,10,2,24
19826,1,71.0,11061.0,5,1,41
9358,0,1527.0,17397.0,9,1,40
23917,1,182.0,12362.0,1,1,25
27494,1,965.0,15032.0,2,1,23
20186,1,1654.0,15707.0,4,1,27
9244,1,1495.0,17274.0,9,1,46
17592,1,1653.0,15583.0,5,1,50
18188,1,2977.0,18971.0,5,1,27
12754,0,2191.0,18886.0,8,1,45
27061,1,1367.0,16004.0,2,1,41
30268,1,1535.0,16246.0,1,1,35
28947,0,1574.0,16341.0,1,1,35
29431,0,1829.0,17139.0,1,1,25
13745,1,1385.5,15673.5,4,2,47
11386,1,959.0,14856.0,8,1,34
21950,1,1271.0,15028.0,4,1,37
16730,0,1478.0,16455.0,6,1,42
28505,1,867.0,14798.0,2,1,37
12556,0,1338.0,15963.0,8,1,31
5107,0,1183.0,17122.0,12,1,27
18325,1,156.0,12018.5,2,2,54
14496,1,1744.0,16869.0,7,1,50
4170,0,1452.0,25017.0,13,1,39
5965,1,1521.5,17903.5,10,2,57
19235,0,2093.0,16510.0,5,1,30
7761,0,2274.0,21780.0,10,1,39
13033,0,114.0,11667.6666667,6,3,37
19964,1,240.0,12167.5,4,2,39
18115,1,1365.0,14961.0,5,1,46
15500,1,2832.0,23777.0,6,1,54
16075,0,2213.0,18661.0,6,1,20
14829,0,1846.0,17176.0,7,1,34
4039,1,742.0,15240.0,13,1,35
11316,0,2918.0,20106.5,4,2,43
13556,0,2105.0,18195.0,6,2,38
17725,1,133.0,11545.0,5,1,26
17840,1,1586.0,15391.0,5,1,33
21904,1,3712.0,21790.0,4,1,51
5913,1,1043.0,16282.0,11,1,38
28295,0,2903.0,19992.0,2,1,33
20945,0,320.666666667,12857.0,1,3,42
21150,0,3485.0,20425.0,4,1,52
12566,1,2478.0,20994.0,8,1,38
12225,0,96.0,11497.0,8,1,36
28170,0,2223.0,17871.0,2,1,44
6983,1,144.0,12303.0,11,1,35
14622,0,421.0,13137.0,7,1,30
14201,1,761.0,14123.0,7,1,35
10588,0,1947.0,19246.0,9,1,23
16231,1,475.0,13782.0,6,1,21
9167,0,1761.0,18172.0,10,1,49
13688,0,310.0,12729.0,7,1,44
12117,0,2307.0,19556.0,8,1,39
19042,0,3473.0,22661.0,5,1,53
10044,1,58.0,11754.0,9,1,33
17288,1,2314.0,19088.0,6,1,35
29842,0,683.0,14004.0,1,1,40
10976,0,2039.0,19748.0,9,1,35
29254,1,601.0,13794.0,1,1,40
18435,1,2266.0,16898.0,5,1,50
14604,1,69.0,11251.0,7,1,32
26385,1,888.0,14850.0,2,1,25
6650,0,430.0,13839.0,11,1,51
22449,1,3118.0,19031.0,4,1,48
12646,0,889.0,14587.0,8,1,36
8997,0,2106.0,20313.0,10,1,36
22009,0,1927.0,16219.0,4,1,39
8632,1,126.0,11875.0,10,1,30
7045,0,1469.0,18673.0,11,1,22
8486,0,504.0,13712.0,10,1,35
16776,1,605.0,14105.0,6,1,32
12074,0,998.0,14969.0,8,1,34
28755,1,1892.0,17378.0,1,1,35
17094,0,803.0,14681.0,6,1,36
13616,1,2201.0,17403.5,4,2,34
10934,0,1897.33333333,17294.6666667,5,3,34
16065,1,2092.0,18144.0,6,1,33
15050,0,1388.0,15863.0,7,1,45
7433,0,1672.0,17805.0,10,1,43
8933,0,1739.0,18059.0,10,1,42
19771,1,2296.0,16955.0,5,1,25
29106,1,409.0,13210.0,1,1,30
29549,0,1441.0,16023.0,1,1,35
27283,1,1844.0,16974.0,2,1,29
19280,1,62.0,10921.0,5,1,23
10016,1,1293.0,16291.0,8,2,37
3811,0,766.0,15346.0,13,1,40
6057,1,1497.0,18870.0,11,1,49
1356,1,768.0,13964.0,4,1,44
15955,1,2333.0,19167.0,6,1,37
68,1,1053.4,14898.2,4,5,45
7798,1,567.0,13913.0,10,1,42
17078,0,1316.0,16061.0,6,1,39
18019,0,3216.0,20100.0,5,1,34
4677,1,1440.0,18615.0,12,1,40
27733,1,1373.5,15839.5,1,2,42
20564,1,502.0,13311.0,4,1,34
18889,1,3330.0,20984.0,5,1,31
15816,1,2117.0,18220.0,6,1,34
27857,0,3116.0,20777.0,2,1,38
7058,1,111.0,11889.0,11,1,38
13576,1,1224.0,15446.0,7,1,39
14148,1,212.0,12393.0,7,1,38
28919,0,2237.0,18989.0,1,1,30
29069,0,1642.0,16526.0,1,1,30
30414,1,628.0,13874.0,1,1,30
17043,1,109.0,11869.0,6,1,35
5678,1,335.0,13640.0,12,1,38
15290,0,1084.4,14882.8,1,5,45
19308,1,3412.0,21870.0,5,1,39
17967,1,1790.0,15850.0,5,1,49
6191,1,1309.0,17542.0,11,1,37
9161,1,1185.0,16054.0,10,1,21
5830,1,1184.0,17130.0,12,1,42
5102,1,876.75,15132.75,7,4,42
5844,0,802.333333333,14339.0,5,3,35
12749,1,440.5,13267.5,7,2,42
5956,0,1524.0,19156.0,11,1,25
9724,0,1641.0,17823.0,9,1,31
6539,0,1365.0,17891.0,11,1,22
13797,0,2442.0,19824.0,7,1,25
20262,1,183.0,12061.0,4,1,34
6036,0,1696.0,22462.0,11,1,26
6860,1,800.0,15246.0,11,1,35
20975,0,1047.0,14555.0,4,1,46
12199,1,1304.0,15856.0,8,1,40
26436,1,2801.0,19647.0,2,1,60
30338,0,1982.0,17738.0,1,1,50
9673,1,1732.0,18144.0,9,1,23
22620,0,2055.0,16472.0,4,1,37
29260,1,2649.0,22531.0,1,1,20
5894,1,338.0,13412.0,11,1,52
13408,0,739.0,14077.0,7,1,30
13342,1,2565.5,19445.5,5,2,36
18524,0,3061.0,19319.0,5,1,30
21978,1,3130.0,19074.0,4,1,44
4435,0,777.0,15311.0,12,1,38
10845,0,1597.0,17669.0,9,1,26
27251,0,2446.0,18494.0,2,1,38
12154,1,1702.2,16471.2,4,5,41
28319,1,792.0,14594.0,2,1,39
3380,1,18.0,10046.0,12,2,37
26806,1,769.0,14515.0,2,1,45
9159,1,120.0,11848.0,10,1,36
9804,0,1531.0,17414.0,9,1,33
17130,1,1809.0,17309.0,6,1,59
14883,1,523.0,13460.0,7,1,46
8830,0,712.0,14414.0,10,1,50
19094,1,2707.0,18078.0,5,1,26
22812,0,2323.0,17043.0,4,1,31
10396,0,1114.75,15353.0,4,4,37
28466,0,1669.0,16612.0,2,1,47
22682,1,3797.0,22496.0,4,1,28
21265,0,1706.0,15824.0,4,1,25
9393,1,1521.0,17381.0,9,1,52
9175,0,1889.2,17053.6,1,5,45
3361,1,45.5,10962.5,7,2,30
5166,0,935.0,15986.0,12,1,29
13753,1,1511.0,16265.0,7,1,43
3545,1,990.0,15010.5,4,2,41
12652,1,908.0,14650.0,8,1,43
27433,1,1860.0,17020.0,2,1,39
29031,1,2482.0,20546.0,1,1,35
28509,0,3322.0,21935.0,2,1,37
26483,1,2370.0,18245.0,2,1,53
15626,0,2733.0,21782.0,6,1,34
8630,0,2461.0,26330.0,10,1,29
4732,1,292.0,13445.0,12,1,43
27242,0,258.0,12935.0,2,1,24
17593,1,871.0,13920.0,5,1,45
3369,0,988.0,16444.0,13,1,47
12753,1,2470.0,20523.3333333,6,3,57
26521,0,3386.0,22314.0,2,1,45
17393,1,1277.0,15704.6666667,1,3,63
17539,0,2196.0,16734.0,5,1,24
28661,1,371.0,13109.0,1,1,50
7689,1,1571.0,17420.0,10,1,46
12083,1,390.0,13164.0,8,1,46
10715,0,144.0,12504.0,9,1,29
8831,0,776.0,14612.0,10,1,35
12499,0,234.0,12524.0,8,1,33
22048,1,3238.0,19442.0,4,1,32
29925,1,656.0,13928.0,1,1,30
9826,1,1731.0,18132.0,9,1,61
19101,1,2881.0,18568.0,5,1,55
17703,1,2973.0,18960.0,5,1,30
16026,1,927.0,15085.0,6,1,35
14558,1,1766.0,16929.0,7,1,22
9093,0,2150.0,20665.0,10,1,46
21945,1,1550.0,15858.0,1,2,30
17285,0,2598.0,20569.0,6,1,53
11395,1,694.0,14070.0,8,1,41
12989,1,995.0,14962.0,8,1,46
5604,1,1291.0,17623.0,12,1,32
9084,1,1179.0,16042.0,10,1,45
10154,0,1194.0,15283.0,4,4,44
6583,1,625.0,14482.0,11,1,34
4781,1,1264.0,17503.0,12,1,53
20862,1,2964.0,18568.0,4,1,29
5006,0,2607.0,21068.0,4,2,42
7763,1,1117.0,15832.0,10,1,49
18362,1,1961.0,16219.0,5,1,50
4208,0,1026.0,16505.5,12,2,41
27815,1,1102.0,15359.0,2,1,45
29588,1,703.0,14056.0,1,1,60
21305,0,2594.0,17681.0,4,1,30
21812,0,3807.0,22637.0,4,1,33
12820,1,2095.0,18423.0,8,1,25
18957,0,2574.0,17677.0,5,1,31
14303,1,716.0,14005.0,7,1,21
20182,0,1628.0,15661.0,4,1,23
28958,1,381.0,13134.0,1,1,35
3551,0,332.0,13348.0,13,1,32
682,1,787.0,14594.0,6,1,37
26472,0,1513.0,16286.0,2,1,48
2869,0,2387.4,18513.0,1,5,65
23308,1,1672.0,16613.0,2,1,32
8872,1,1486.0,17115.0,10,1,40
15330,1,1218.0,15431.0,7,1,34
4098,0,1721.5,18747.5,8,2,36
6384,1,64.0,11385.0,11,1,38
16005,0,1342.0,16119.0,6,1,33
18899,0,2487.33333333,17839.0,2,3,51
10156,1,1381.0,16970.0,9,1,56
26295,0,3058.0,20484.0,2,1,53
27002,0,380.0,13438.0,2,1,47
16687,0,1726.0,17098.0,6,1,45
14167,0,1406.0,15910.0,7,1,36
20264,1,127.0,11664.0,4,1,37
5814,0,352.5,13643.0,9,2,41
16473,1,1404.0,16273.0,6,1,38
29646,1,1184.0,15340.0,1,1,55
13389,0,1700.5,16535.0,4,2,46
8119,1,808.0,14754.0,10,1,53
20954,1,630.0,13675.0,4,1,59
28097,1,1625.0,16481.0,2,1,55
5849,1,1146.0,16958.0,12,1,54
21926,0,1298.0,15076.0,4,1,26
30208,1,1058.0,14993.0,1,1,40
27573,0,1717.0,16703.0,2,1,39
21853,1,3404.0,20058.0,4,1,52
11007,1,1315.0,16761.0,9,1,47
3168,1,1499.5,20480.5,12,2,45
6541,1,166.0,12432.0,11,1,38
11297,0,1742.0,17218.0,8,1,41
14685,1,327.0,12829.0,7,1,39
21967,0,3680.0,21576.0,4,1,59
22884,1,2667.0,17852.0,4,1,48
7690,1,1824.0,18611.0,10,1,65
30271,1,2350.0,19594.0,1,1,20
26872,1,1129.0,15435.0,2,1,30
29914,0,2728.0,24245.0,1,1,50
20193,1,856.0,14158.0,4,1,40
3743,0,2027.0,17816.5,4,2,56
6652,1,1189.0,16947.0,11,1,57
14951,0,1207.0,15400.0,7,1,38
16453,0,2820.0,23504.0,6,1,23
11546,1,2329.0,18441.3333333,5,3,43
27754,1,2274.0,17984.0,2,1,38
9489,0,1369.0,16941.0,9,1,29
12874,1,257.0,12605.0,8,1,49
9094,0,763.0,14551.0,10,1,24
16886,1,319.0,13166.0,6,1,40
13357,1,2600.0,21078.0,7,1,33
26613,1,1708.0,16687.0,2,1,33
10186,1,501.0,14107.0,9,1,32
5332,0,1305.0,17668.0,12,1,29
15424,1,2279.0,18933.0,6,1,45
27162,1,1265.0,15766.0,2,1,41
8970,1,364.0,13189.0,2,4,32
7464,1,982.0,15341.0,10,1,58
3740,1,1360.0,20349.0,13,1,23
27667,1,2765.0,19549.0,2,1,51
29113,0,2127.0,18334.0,1,1,20
14471,1,417.0,13127.0,7,1,35
15223,1,2708.0,19522.0,4,4,44
18810,1,496.0,13003.0,5,1,37
2169,1,1054.5,15061.0,1,12,52
13075,1,307.0,12835.0,8,1,55
28751,0,1644.0,16533.0,1,1,25
21597,1,162.0,11950.0,4,1,29
22676,0,3530.0,20676.0,4,1,49
13028,0,1058.0,15152.0,8,1,35
20339,1,3032.0,18787.0,4,1,33
26982,1,444.0,13638.0,2,1,34
3340,0,257.0,13025.0,13,1,40
4946,0,1451.0,18708.0,12,1,35
28273,0,608.0,14096.0,2,1,39
6763,0,782.0,15183.0,11,1,44
14093,0,2204.0,18489.0,7,1,47
15592,0,2606.0,20633.0,6,1,25
2153,1,997.0,14820.0,1,1,35
21488,1,302.0,12571.0,4,1,37
15759,0,2511.0,20041.0,6,1,53
5982,1,694.0,14807.0,11,1,44
18762,1,953.0,14239.5,4,2,18
22343,1,846.0,14143.0,4,1,50
16828,1,1683.0,16986.0,6,1,45
22360,1,37.0,10677.0,4,1,26
16313,1,1151.0,15148.5,5,2,45
5261,1,1046.0,16519.0,12,1,39
15834,0,2506.0,20004.0,6,1,35
19052,1,1053.0,14218.0,5,1,38
11212,1,1648.0,16903.0,8,1,28
12950,0,2267.0,19365.0,8,1,47
20343,1,1357.0,15178.0,4,1,50
30104,1,164.0,12254.0,1,1,25
17276,1,419.5,13149.0,5,2,48
22400,0,115.0,11583.0,4,1,30
28223,1,1045.0,15231.0,2,1,53
11166,0,2123.0,18566.0,8,1,28
11378,1,1027.0,15075.0,8,1,29
7436,1,62.0,11072.0,10,1,41
5250,1,456.0,14096.0,12,1,37
21901,1,861.0,14163.0,4,1,22
15958,1,891.5,14439.5,5,2,27
8893,0,1851.0,18798.0,10,1,48
22551,1,3644.0,21317.0,4,1,38
13204,1,2623.0,23680.0,8,1,29
11738,0,2601.0,22994.0,8,1,63
14244,1,1377.0,15830.0,7,1,35
3558,1,375.0,13562.0,13,1,39
112,0,1561.0,16309.0,1,1,25
3145,0,1028.0,16711.0,13,1,41
27522,0,3355.0,22087.0,2,1,56
1493,1,250.0,12725.0,1,1,25
12229,0,2048.0,18225.0,8,1,29
20001,1,1774.0,15812.0,5,1,27
3622,1,423.0,13765.0,13,1,38
26856,1,2050.0,17443.0,2,1,26
9202,0,821.0,15254.0,9,1,23
14911,0,1204.0,15394.0,7,1,34
7450,1,289.0,12833.0,10,1,49
17207,1,1999.0,17862.0,6,1,53
8067,1,222.0,12514.0,10,1,41
18802,1,214.0,12107.0,4,2,42
17786,1,1052.0,14217.0,5,1,37
12978,0,914.0,14669.0,8,1,22
20941,1,386.0,12955.0,4,1,53
15029,0,2298.0,18998.0,6,2,40
6293,0,1800.5,20242.0,9,2,55
19408,0,1878.0,16034.0,5,1,26
11295,0,2251.0,19263.0,8,1,27
26349,0,2385.0,18301.0,2,1,49
5151,1,795.0,15408.0,12,1,29
18418,0,1986.0,16278.0,5,1,24
9313,0,1061.0,15986.0,9,1,25
3790,1,154.0,12158.0,13,1,47
17524,0,2643.0,17889.0,5,1,29
6203,1,530.0,14186.0,11,1,33
20243,1,2877.5,19091.0,2,2,42
21039,0,2517.0,17475.0,4,1,31
26400,0,1476.0,16198.0,2,1,47
27505,0,66.0,11455.0,2,1,36
7506,1,852.5,14900.0,10,2,45
8533,0,226.0,12524.0,10,1,30
17647,1,3434.0,22128.0,5,1,28
10480,1,1107.0,16117.0,9,1,42
5902,1,659.0,14658.0,11,1,35
5285,0,375.0,13796.0,12,1,34
4277,1,441.0,13862.0,13,1,41
5292,0,771.0,15275.0,12,1,21
18638,1,662.0,13483.0,5,1,41
6618,0,1403.5,17444.5,10,2,54
16997,1,682.0,14294.0,6,1,46
21823,0,3618.0,21208.0,4,1,39
15184,1,2054.0,18045.0,6,2,33
7510,0,335.0,13094.0,10,1,32
28044,0,2859.0,19838.0,2,1,30
13371,1,1984.0,17555.0,7,1,35
15771,1,2083.0,18112.0,6,1,46
16250,0,1931.0,17678.0,6,1,39
27392,0,1031.0,15193.0,2,1,34
18508,1,1005.0,14138.0,5,1,22
3235,1,662.25,14678.5,9,4,42
22658,1,2674.0,17862.0,4,1,58
28019,0,3266.0,21554.0,2,1,30
27405,1,3064.0,20527.0,2,1,45
4405,0,1114.0,17272.0,13,1,33
7250,1,2444.4,18581.8,4,5,73
17892,0,1243.0,14636.0,5,1,30
17059,1,730.0,14398.0,6,1,46
16683,1,1750.0,17138.0,6,1,43
2263,0,2579.0,17638.0,4,1,49
9185,1,669.0,14293.0,10,1,36
9800,1,2364.0,22462.0,9,1,59
28055,1,391.0,13490.0,2,1,56
3487,1,362.0,13516.0,13,1,32
16666,1,651.0,14238.0,6,1,34
15191,0,332.0,12863.0,7,1,38
10147,0,2307.0,21752.0,9,1,30
17697,1,3254.0,20375.0,5,1,19
15915,0,2301.0,19019.0,6,1,29
17752,0,1762.0,15789.0,5,1,27
26739,0,3309.0,21865.0,2,1,45
22493,1,499.5,13570.0,2,2,38
20811,0,2201.0,16787.0,4,1,26
11447,0,444.0,13355.0,8,1,29
21881,1,1387.0,15232.0,4,1,41
12558,1,2192.0,18888.0,8,1,33
19974,1,2364.0,17107.0,5,1,75
19705,1,627.0,13387.0,5,1,40
3048,0,1724.0,16996.6666667,5,3,48
6131,0,752.75,14127.75,5,4,43
3741,1,1134.0,17415.0,13,1,30
3845,1,727.0,15168.0,13,1,50
12330,0,1909.0,17686.0,8,1,39
22046,1,2150.0,16664.0,4,1,59
12195,1,1408.0,16105.0,8,1,28
6875,1,308.0,13255.0,11,1,59
13215,1,1881.0,17611.0,8,1,44
26480,1,1637.0,16517.0,2,1,45
7988,0,1643.0,17681.0,10,1,42
26255,0,3297.0,21774.0,2,1,26
5761,1,1614.0,20315.0,12,1,31
26213,0,1613.0,16455.0,2,1,42
2117,1,825.0,14340.0,1,1,45
12224,1,1384.0,16053.0,8,1,36
17516,1,415.0,12701.0,5,1,30
12855,1,1351.0,15990.0,8,1,33
29136,1,534.0,13578.0,1,1,50
9644,1,693.5,14071.0,5,2,42
18535,1,475.0,12931.0,5,1,46
4189,0,1449.0,24678.0,13,1,54
7753,1,2022.0,19812.0,10,1,55
10959,1,2106.0,20197.0,9,1,28
20184,1,1632.0,15666.0,4,1,44
15216,1,112.0,11603.0,7,1,42
10438,1,520.0,14182.0,9,1,48
21940,0,1808.0,16006.0,4,1,43
11858,0,1092.0,15252.0,8,1,42
28093,1,1284.0,15820.0,2,1,62
6376,1,885.0,15625.0,11,1,37
10400,1,1818.0,18591.0,9,1,56
20856,1,1175.0,14843.0,4,1,46
27988,0,1109.0,15382.0,2,1,23
22015,1,2156.0,16687.0,4,1,43
21882,1,2884.0,18345.0,4,1,26
15856,1,1092.0,15514.0,6,1,37
4640,1,480.0,14204.0,12,1,39
22736,1,872.0,14195.0,4,1,53
4735,1,1464.0,18798.0,12,1,32
19504,1,2266.0,16898.0,5,1,41
22368,1,2436.0,17320.0,4,1,48
19399,1,1160.0,14449.0,5,1,42
26140,1,1532.0,16312.0,2,1,47
6296,1,407.0,13703.0,11,1,31
14310,0,1557.0,16386.0,7,1,37
17368,1,2008.0,17885.0,6,1,46
28764,1,186.0,12369.0,1,1,30
10598,0,1493.0,17271.0,9,1,31
3877,1,80.0,11568.0,13,1,39
22600,0,1226.0,14955.0,4,1,43
16783,1,546.0,13968.0,6,1,43
10410,1,597.0,14415.0,9,1,26
20569,1,2402.0,17242.0,4,1,53
20891,1,1981.66666667,17724.6666667,1,3,35
28834,1,211.0,12498.0,1,1,30
10148,1,1872.0,17932.25,6,4,60
12045,1,1423.0,16145.0,8,1,39
28142,1,2459.0,18525.0,2,1,50
10621,1,1583.25,16595.5,1,4,38
18727,1,911.0,13996.0,5,1,20
18827,1,2319.0,17106.0,4,2,33
14737,1,2259.0,18819.0,7,1,36
17340,0,1962.0,17113.3333333,2,3,42
28674,1,27.0,10696.0,1,1,20
14185,0,2192.0,18450.0,7,1,21
29824,0,2459.0,20326.0,1,1,40
5035,1,1576.0,19868.0,12,1,65
7809,1,2372.0,23148.0,10,1,58
5871,1,1538.0,19430.5,11,2,44
7737,0,773.0,14594.0,10,1,19
5122,0,1256.0,17457.0,12,1,48
9298,0,630.0,14574.0,9,1,40
29128,1,16.0,10446.0,1,1,40
28632,1,697.0,14043.0,1,1,35
14516,0,2147.66666667,17864.3333333,5,3,46
13590,1,1223.0,15445.0,7,1,46
11921,0,1953.0,17848.0,8,1,35
20591,1,271.0,12702.0,2,2,26
17605,1,3106.0,19579.0,5,1,33
9802,1,1789.0,18423.0,9,1,44
11547,1,1945.0,17817.0,8,1,36
17625,0,1159.0,14448.0,5,1,38
19534,1,194.0,11874.0,5,1,32
9339,0,2437.0,23403.0,9,1,23
9074,1,2317.0,22300.0,10,1,45
701,0,796.25,14174.25,2,4,53
14918,1,312.0,12745.0,7,1,43
29918,1,649.0,13921.0,1,1,45
14438,1,1781.5,17144.5,6,2,30
22597,1,1846.0,16065.0,4,1,40
13211,0,1807.0,17387.0,8,1,31
6669,1,95.0,11711.0,11,1,48
11349,0,894.0,14594.0,8,1,42
29557,1,369.0,13105.0,1,1,40
22016,0,3673.0,21504.0,4,1,27
27169,1,1511.0,16282.0,2,1,35
18896,0,2410.0,17206.0,5,1,45
11502,0,2156.0,18728.0,8,1,44
3262,0,1334.0,19864.0,13,1,51
5617,0,1052.0,16546.0,12,1,33
14312,1,315.5,12552.5,5,2,45
19013,0,2656.0,17911.0,5,1,43
29986,1,1003.0,14828.0,1,1,35
5542,1,1021.0,16406.0,12,1,34
28259,1,2930.0,20066.0,2,1,50
9989,1,208.0,12850.0,9,1,55
9490,1,757.5,14736.5,2,2,36
5840,1,490.0,14230.0,12,1,54
7587,0,812.0,14762.0,10,1,25
16977,0,535.0,13946.0,6,1,27
17382,1,1776.0,17193.0,6,1,45
16714,1,837.0,14817.0,6,1,26
4419,0,691.0,14963.0,13,1,28
8107,1,1625.0,17623.0,10,1,38
3727,1,28.5,10615.0,12,2,46
15781,0,2420.0,18216.5,4,2,42
20369,1,2441.0,17331.0,4,1,50
19666,0,2232.0,16834.0,5,1,30
20814,1,330.0,12719.0,4,1,37
3807,0,819.0,15590.0,13,1,29
19946,0,868.0,13917.0,5,1,40
21895,0,2698.0,17910.0,4,1,28
14473,1,2559.0,20706.0,7,1,67
18583,0,1887.5,16096.0,4,2,30
29502,1,221.0,12522.0,1,1,20
15054,0,871.0,14434.0,7,1,44
29822,1,499.0,13460.0,1,1,45
16015,1,1321.0,16069.0,6,1,30
10809,1,2416.0,23255.0,9,1,27
9574,1,1019.0,15860.0,9,1,29
10833,1,1736.0,18154.0,9,1,46
29968,1,1411.0,15927.0,1,1,40
29219,0,1007.0,14849.0,1,1,25
3202,0,1003.0,16520.0,13,1,30
26516,0,1403.0,16076.0,2,1,36
17235,1,1061.0,15427.0,6,1,53
14483,0,2697.33333333,19796.0,4,3,42
17345,1,127.0,12036.0,6,1,41
14024,1,833.0,14311.0,7,1,42
15588,0,2585.0,20469.0,6,1,30
20276,1,1189.0,14868.0,4,1,42
18519,1,2376.0,17129.0,5,1,60
1901,0,1674.0,15756.0,4,1,41
29640,0,699.0,14047.0,1,1,30
26586,0,3016.0,20344.0,2,1,31
22085,1,1448.0,15779.5,2,2,38
10429,1,749.0,14991.0,9,1,44
18010,1,959.0,14061.0,5,1,39
8479,0,140.0,11989.0,10,1,24
1719,0,2642.0,19175.0,2,1,24
7165,1,798.0,15236.0,11,1,42
9211,1,2080.0,20028.0,9,1,44
8795,1,689.0,14333.0,10,1,47
5850,1,1017.0,16389.0,12,1,38
22586,1,3490.0,20456.0,4,1,20
19943,0,1642.0,15556.0,5,1,26
21762,1,743.0,13890.0,4,1,50
30402,0,191.0,12415.0,1,1,40
14453,1,1190.0,15362.0,7,1,47
16822,1,1483.0,16466.0,6,1,61
29283,1,565.0,13692.0,1,1,30
3951,1,757.25,15002.0,10,4,40
11897,0,1367.0,16028.0,8,1,38
3486,1,2369.22222222,21480.5555556,2,9,42
17140,1,2164.0,18396.0,6,1,40
12760,0,1584.0,16653.0,8,1,33
10289,1,1121.5,15214.0,4,4,50
6768,1,928.0,15801.0,11,1,25
29307,0,1703.0,16738.0,1,1,45
10554,1,1597.5,17504.5,8,2,37
13382,1,424.0,13146.0,7,1,43
6877,0,1280.0,16769.5,9,2,41
22806,0,1957.0,16288.0,4,1,25
8287,0,2124.0,20443.0,10,1,43
15362,1,2010.0,17891.0,6,1,36
18095,0,2035.0,16389.0,5,1,19
22411,1,892.0,14238.0,4,1,29
21992,1,207.0,12162.0,4,1,49
19168,1,585.0,13263.0,5,1,25
9914,1,178.0,12698.0,9,1,27
28022,1,3107.0,20703.0,2,1,48
21446,0,783.0,13999.0,4,1,36
12543,1,2353.0,19821.0,8,1,23
22908,1,3678.0,21541.0,4,1,40
17751,1,3146.0,19742.0,5,1,37
8524,0,1617.0,17586.0,10,1,38
29313,1,813.0,14323.0,1,1,75
8461,1,394.0,13293.0,10,1,33
5129,1,1051.0,16541.0,12,1,28
6329,0,1074.0,16413.0,11,1,46
12323,1,365.0,13087.0,8,1,22
11369,0,2323.0,19494.5,7,2,29
26974,0,3290.0,21722.0,2,1,43
21614,1,3493.0,20469.0,4,1,32
5667,0,971.0,15721.0,10,2,42
11550,1,1222.0,15644.0,8,1,23
13785,1,217.0,12406.0,7,1,33
4354,0,1255.0,18659.0,13,1,27
26334,0,3144.0,20890.0,2,1,38
28527,0,2071.0,17492.0,2,1,27
16377,0,447.0,13725.0,6,1,45
30299,0,1562.0,16311.0,1,1,25
27844,1,1635.0,16503.0,2,1,25
5497,1,1037.0,16480.0,12,1,37
15770,1,422.0,13665.0,6,1,49
15469,1,1052.0,15411.0,6,1,37
3705,1,961.0,16303.0,13,1,40
17427,1,3255.0,21687.6666667,4,3,41
26607,1,2498.5,19332.0,1,2,48
17937,0,2450.0,17334.0,5,1,23
9930,1,434.0,13883.0,9,1,38
15361,1,283.0,12994.0,6,1,27
21627,1,500.0,13308.0,4,1,42
21941,1,794.0,14291.0,2,2,57
15876,0,1762.0,17157.0,6,1,31
15047,0,1553.0,16372.0,7,1,38
8166,0,2283.0,21870.0,10,1,24
29956,0,1520.0,16211.0,1,1,20
15039,1,793.0,14199.0,7,1,36
21204,1,555.0,13506.0,4,1,43
20803,0,2652.0,17822.0,4,1,25
2239,1,798.375,14353.875,1,8,45
14042,1,861.0,14393.0,7,1,21
28313,0,1052.0,15252.0,2,1,31
12738,0,2387.0,20134.0,8,1,32
21317,0,2981.0,18618.0,4,1,22
15722,0,505.0,13855.0,6,1,39
26047,0,3523.0,23932.0,2,1,29
4989,1,1160.0,17042.0,12,1,26
12135,1,1365.0,16021.0,8,1,24
11918,1,1479.0,16300.0,8,1,46
41,0,2394.0,18324.0,2,1,37
13096,1,464.0,13403.0,8,1,34
16061,1,789.0,14628.0,6,1,35
19693,1,593.0,13287.0,5,1,39
20266,0,3755.0,22172.0,4,1,26
25546,1,458.0,13685.0,2,1,34
4891,1,524.5,13370.5,4,4,49
16917,1,2417.0,19522.0,6,1,33
7958,1,265.0,12753.0,10,1,44
3768,1,611.5,14504.0,11,2,45
17280,1,1116.0,15570.0,6,1,41
14785,1,256.5,12687.0,6,2,39
6466,1,48.0,11170.0,11,1,27
22310,1,2250.0,16906.0,4,1,24
5880,1,213.0,12753.0,11,1,23
14676,0,1915.0,17375.0,7,1,29
11146,0,927.0,15627.0,9,1,44
3205,1,1515.0,18104.0,9,2,56
14002,1,1676.0,16700.0,7,1,49
5097,0,1910.0,19097.5,7,2,38
21096,0,2430.0,17313.0,4,1,30
